timestamp,chip_id,power_mw,temperature_c,timing_errors
2023-01-01 02:52:42,chip_30,7193,79.81,0
2023-01-01 02:53:03,chip_44,4051,51.12,0
2023-01-01 02:53:08,chip_41,4967,61.06,0
2023-01-01 02:53:20,chip_42,6067,74.54,0
2023-01-01 02:54:52,chip_38,4627,56.14,0
2023-01-01 02:56:19,chip_25,6951,75.54,0
2023-01-01 02:58:18,chip_16,4333,47.57,0
2023-01-01 02:58:40,chip_19,5402,65.09,0
2023-01-01 02:59:36,chip_0,4883,59.5,0
2023-01-01 02:59:49,chip_6,4811,64.84,0
2023-01-01 03:00:58,chip_34,3903,46.94,0
2023-01-01 03:01:00,chip_23,6365,73.28,0
2023-01-01 03:02:46,chip_40,4227,54.16,0
2023-01-01 03:03:38,chip_10,5867,67.76,0
2023-01-01 03:04:03,chip_5,3797,43.39,0
2023-01-01 03:05:26,chip_35,4502,51.85,0
2023-01-01 03:05:38,chip_12,6846,77.7,0
2023-01-01 03:06:24,chip_1,5188,59.84,0
2023-01-01 03:07:16,chip_47,5599,64.64,0
2023-01-01 03:08:22,chip_11,6278,72.41,0
2023-01-01 03:10:00,chip_47,4662,56.81,0
2023-01-01 03:10:20,chip_24,4238,46.9,0
2023-01-01 03:12:06,chip_37,5654,63.06,0
2023-01-01 03:12:24,chip_31,2126,35.0,0
2023-01-01 03:13:56,chip_13,9477,103.45,0
2023-01-01 03:14:23,chip_14,6482,80.56,0
2023-01-01 03:16:22,chip_4,6604,83.16,0
2023-01-01 03:17:36,chip_30,4461,56.93,0
2023-01-01 03:19:27,chip_37,8237,86.46,0
2023-01-01 03:19:43,chip_4,2956,37.99,0
2023-01-01 03:20:25,chip_20,7111,79.51,0
2023-01-01 03:20:47,chip_11,5004,65.78,0
2023-01-01 03:21:10,chip_42,6773,76.41,0
2023-01-01 03:21:40,chip_22,4163,42.54,0
2023-01-01 03:21:43,chip_31,2578,39.3,0
2023-01-01 03:22:55,chip_23,6728,71.94,3
2023-01-01 03:23:36,chip_16,8563,97.25,0
2023-01-01 03:25:18,chip_46,5826,65.6,0
2023-01-01 03:27:00,chip_29,3051,41.84,0
2023-01-01 03:28:42,chip_26,4928,65.94,0
2023-01-01 03:29:00,chip_7,6160,62.68,0
2023-01-01 03:30:21,chip_0,5675,67.29,0
2023-01-01 03:31:13,chip_26,5667,63.0,0
2023-01-01 03:31:29,chip_13,6238,71.1,0
2023-01-01 03:32:57,chip_20,6978,85.34,0
2023-01-01 03:34:46,chip_15,1409,35.0,0
2023-01-01 03:35:49,chip_4,6461,79.13,0
2023-01-01 03:35:55,chip_36,5567,73.29,0
2023-01-01 03:37:50,chip_35,5576,66.41,0
2023-01-01 03:38:03,chip_12,6390,78.57,0
2023-01-01 03:39:55,chip_18,3546,43.36,0
2023-01-01 03:41:31,chip_44,5999,73.31,0
2023-01-01 03:42:20,chip_25,1919,35.0,0
2023-01-01 03:43:00,chip_46,6629,73.78,0
2023-01-01 03:43:58,chip_34,5064,59.76,0
2023-01-01 03:44:58,chip_14,3398,40.74,0
2023-01-01 03:45:16,chip_15,4644,52.92,0
2023-01-01 03:46:24,chip_19,5108,71.35,0
2023-01-01 03:47:39,chip_49,7111,82.68,0
2023-01-01 03:48:55,chip_39,4946,67.4,0
2023-01-01 03:50:50,chip_33,2533,35.0,0
2023-01-01 03:51:18,chip_32,5224,59.57,0
2023-01-01 03:51:20,chip_9,5921,80.36,0
2023-01-01 03:51:40,chip_25,2473,41.91,0
2023-01-01 03:53:01,chip_1,4263,47.81,0
2023-01-01 03:53:47,chip_39,3501,66.11,0
2023-01-01 03:55:27,chip_13,5756,69.08,0
2023-01-01 03:56:53,chip_1,6089,80.93,0
2023-01-01 03:57:44,chip_11,4271,52.27,0
2023-01-01 03:58:21,chip_29,5259,60.93,0
2023-01-01 03:59:49,chip_4,6677,77.72,0
2023-01-01 04:01:07,chip_38,4788,62.0,0
2023-01-01 04:02:46,chip_26,7234,79.9,0
2023-01-01 04:03:10,chip_31,6694,72.19,0
2023-01-01 04:04:01,chip_1,7020,83.11,0
2023-01-01 04:04:46,chip_9,5427,61.33,0
2023-01-01 04:06:39,chip_8,5981,64.97,0
2023-01-01 04:07:53,chip_14,6578,76.09,0
2023-01-01 04:08:25,chip_38,5075,53.72,0
2023-01-01 04:08:47,chip_6,4561,56.61,0
2023-01-01 04:08:59,chip_45,5702,81.72,0
2023-01-01 04:10:23,chip_23,5864,70.47,0
2023-01-01 04:12:13,chip_26,4397,44.22,0
2023-01-01 04:13:39,chip_6,7196,83.08,0
2023-01-01 04:14:21,chip_36,5277,59.99,0
2023-01-01 04:15:02,chip_23,2583,35.0,0
2023-01-01 04:16:28,chip_36,6371,72.55,0
2023-01-01 04:18:04,chip_34,5212,60.37,0
2023-01-01 04:18:11,chip_39,5969,77.55,0
2023-01-01 04:19:26,chip_35,2802,50.24,0
2023-01-01 04:19:30,chip_13,8695,108.67,0
2023-01-01 04:20:37,chip_6,3523,46.11,0
2023-01-01 04:21:08,chip_20,3432,42.35,0
2023-01-01 04:23:03,chip_42,5196,56.2,0
2023-01-01 04:23:11,chip_18,5494,65.4,0
2023-01-01 04:24:49,chip_36,5709,60.8,0
2023-01-01 04:25:31,chip_12,5599,66.85,0
2023-01-01 04:26:50,chip_32,4434,56.01,0
2023-01-01 04:27:34,chip_0,7972,95.78,0
2023-01-01 04:28:08,chip_18,5839,74.56,0
2023-01-01 04:28:41,chip_0,4143,43.98,0
2023-01-01 04:28:42,chip_12,3027,37.38,0
2023-01-01 04:30:38,chip_0,5212,60.56,0
2023-01-01 04:31:35,chip_2,9406,107.52,0
2023-01-01 04:32:24,chip_11,4147,51.62,0
2023-01-01 04:33:40,chip_45,3288,47.63,0
2023-01-01 04:34:11,chip_12,5026,58.05,0
2023-01-01 04:34:27,chip_13,3045,35.49,0
2023-01-01 04:34:37,chip_19,3232,41.03,0
2023-01-01 04:35:56,chip_16,5551,66.17,0
2023-01-01 04:37:15,chip_43,4666,60.3,0
2023-01-01 04:39:02,chip_39,4569,49.04,0
2023-01-01 04:39:35,chip_23,3397,51.89,0
2023-01-01 04:41:03,chip_3,3338,46.96,0
2023-01-01 04:41:50,chip_46,1617,35.0,0
2023-01-01 04:43:10,chip_41,6303,74.71,0
2023-01-01 04:44:04,chip_18,4014,49.0,0
2023-01-01 04:44:14,chip_33,2461,35.72,0
2023-01-01 04:44:28,chip_10,4694,59.32,0
2023-01-01 04:44:53,chip_14,5727,69.12,0
2023-01-01 04:46:01,chip_37,6135,72.49,0
2023-01-01 04:47:37,chip_7,6695,71.23,0
2023-01-01 04:49:22,chip_0,4629,55.09,0
2023-01-01 04:49:48,chip_49,3973,36.78,0
2023-01-01 04:50:24,chip_6,6373,69.55,0
2023-01-01 04:52:15,chip_7,3654,53.68,0
2023-01-01 04:52:28,chip_22,6182,63.81,0
2023-01-01 04:52:56,chip_39,5116,68.63,0
2023-01-01 04:53:39,chip_11,5084,60.89,0
2023-01-01 04:54:26,chip_10,3145,37.63,0
2023-01-01 04:55:37,chip_14,5282,55.56,0
2023-01-01 04:56:56,chip_12,3880,45.84,0
2023-01-01 04:58:55,chip_37,2593,35.62,0
2023-01-01 04:59:05,chip_49,7667,84.4,0
2023-01-01 05:00:57,chip_24,7721,88.92,0
2023-01-01 05:01:47,chip_11,8287,103.43,0
2023-01-01 05:02:06,chip_22,1249,35.0,0
2023-01-01 05:03:43,chip_19,3433,42.17,0
2023-01-01 05:04:50,chip_10,5146,57.94,0
2023-01-01 05:06:06,chip_29,7251,80.14,0
2023-01-01 05:07:23,chip_30,2959,35.0,0
2023-01-01 05:08:34,chip_33,4380,62.23,4
2023-01-01 05:10:08,chip_29,2482,35.14,0
2023-01-01 05:10:13,chip_27,4255,57.88,0
2023-01-01 05:11:03,chip_27,5171,69.05,0
2023-01-01 05:11:35,chip_32,3389,42.09,0
2023-01-01 05:12:22,chip_28,5512,69.44,0
2023-01-01 05:13:59,chip_49,6030,70.03,0
2023-01-01 05:15:48,chip_31,5923,66.31,0
2023-01-01 05:16:51,chip_27,5001,59.67,0
2023-01-01 05:18:34,chip_31,5898,75.04,0
2023-01-01 05:20:17,chip_17,4660,59.17,0
2023-01-01 05:21:27,chip_7,6794,74.39,0
2023-01-01 05:22:48,chip_12,4919,55.32,0
2023-01-01 05:23:33,chip_45,5169,66.57,0
2023-01-01 05:23:56,chip_22,2359,35.0,0
2023-01-01 05:25:20,chip_27,5257,65.35,0
2023-01-01 05:25:22,chip_10,5396,59.53,0
2023-01-01 05:26:39,chip_23,4551,58.22,0
2023-01-01 05:28:12,chip_11,2694,40.97,0
2023-01-01 05:29:34,chip_31,3232,44.81,0
2023-01-01 05:30:37,chip_49,5019,55.17,0
2023-01-01 05:32:19,chip_10,7570,88.83,0
2023-01-01 05:33:45,chip_34,6179,72.55,0
2023-01-01 05:35:14,chip_17,2555,36.72,0
2023-01-01 05:35:31,chip_31,3623,49.25,0
2023-01-01 05:36:20,chip_32,4821,70.1,0
2023-01-01 05:37:52,chip_34,2644,35.57,0
2023-01-01 05:38:01,chip_19,5111,61.02,0
2023-01-01 05:38:38,chip_27,5875,63.05,0
2023-01-01 05:39:20,chip_26,6157,71.13,3
2023-01-01 05:39:31,chip_8,2893,35.0,0
2023-01-01 05:41:08,chip_11,5120,58.2,0
2023-01-01 05:42:11,chip_4,7377,82.55,0
2023-01-01 05:42:29,chip_40,4346,50.88,0
2023-01-01 05:42:49,chip_28,7449,90.57,0
2023-01-01 05:44:35,chip_43,2892,39.83,0
2023-01-01 05:45:14,chip_38,4811,63.91,0
2023-01-01 05:46:46,chip_33,4465,61.44,0
2023-01-01 05:48:36,chip_20,8366,89.09,0
2023-01-01 05:49:13,chip_0,4159,50.95,0
2023-01-01 05:50:56,chip_12,5034,64.26,0
2023-01-01 05:51:38,chip_25,6598,71.25,0
2023-01-01 05:53:30,chip_21,4812,54.43,1
2023-01-01 05:54:50,chip_48,4942,56.75,0
2023-01-01 05:55:12,chip_29,5472,68.06,0
2023-01-01 05:56:37,chip_12,4927,54.35,0
2023-01-01 05:57:21,chip_18,5085,67.9,0
2023-01-01 05:57:55,chip_21,5575,74.53,0
2023-01-01 05:58:25,chip_12,3544,41.75,0
2023-01-01 06:00:10,chip_6,5356,66.44,0
2023-01-01 06:01:27,chip_11,5246,66.04,0
2023-01-01 06:02:25,chip_24,3266,45.51,0
2023-01-01 06:02:41,chip_38,5102,59.9,0
2023-01-01 06:04:36,chip_29,3497,44.58,0
2023-01-01 06:04:46,chip_43,4466,52.74,0
2023-01-01 06:05:02,chip_39,5282,70.58,4
2023-01-01 06:05:25,chip_24,3039,40.31,0
2023-01-01 06:06:25,chip_38,5625,62.66,0
2023-01-01 06:07:47,chip_36,6138,67.44,0
2023-01-01 06:08:28,chip_18,7275,87.69,3
2023-01-01 06:10:27,chip_2,2832,41.41,0
2023-01-01 06:11:11,chip_6,2954,35.76,0
2023-01-01 06:12:12,chip_10,4966,56.8,0
2023-01-01 06:14:02,chip_12,4762,59.31,0
2023-01-01 06:14:15,chip_33,5739,64.75,0
2023-01-01 06:14:20,chip_1,5026,56.24,0
2023-01-01 06:15:15,chip_4,8629,89.33,3
2023-01-01 06:15:50,chip_43,6487,73.38,0
2023-01-01 06:16:22,chip_5,2131,35.83,0
2023-01-01 06:16:41,chip_14,6532,81.43,0
2023-01-01 06:17:18,chip_46,7012,87.04,0
2023-01-01 06:17:31,chip_26,6090,73.83,0
2023-01-01 06:18:30,chip_2,5083,53.57,0
2023-01-01 06:20:21,chip_8,5129,56.47,0
2023-01-01 06:22:11,chip_41,5321,65.25,0
2023-01-01 06:23:25,chip_3,7589,82.19,0
2023-01-01 06:24:39,chip_2,7171,83.69,0
2023-01-01 06:25:54,chip_25,6661,89.12,0
2023-01-01 06:25:59,chip_45,3449,36.15,0
2023-01-01 06:26:10,chip_0,6904,80.17,0
2023-01-01 06:26:13,chip_7,3165,45.87,0
2023-01-01 06:26:31,chip_6,5629,63.14,0
2023-01-01 06:27:45,chip_4,6013,61.33,3
2023-01-01 06:28:29,chip_40,2979,35.6,0
2023-01-01 06:28:58,chip_12,1930,35.0,0
2023-01-01 06:29:11,chip_46,5094,61.88,0
2023-01-01 06:30:49,chip_4,3838,57.62,0
2023-01-01 06:32:10,chip_42,5910,66.03,0
2023-01-01 06:32:23,chip_39,5600,68.14,0
2023-01-01 06:34:04,chip_1,4679,58.41,0
2023-01-01 06:35:07,chip_39,4545,56.95,0
2023-01-01 06:36:06,chip_4,6018,70.64,0
2023-01-01 06:36:37,chip_34,6863,81.08,0
2023-01-01 06:37:50,chip_22,4390,49.4,0
2023-01-01 06:39:11,chip_3,2428,40.89,0
2023-01-01 06:40:58,chip_38,5226,60.5,0
2023-01-01 06:42:28,chip_15,5639,72.45,0
2023-01-01 06:44:10,chip_31,4725,59.61,0
2023-01-01 06:44:14,chip_40,4834,69.18,0
2023-01-01 06:45:36,chip_39,7344,80.95,0
2023-01-01 06:46:10,chip_33,5370,62.32,0
2023-01-01 06:46:41,chip_1,4663,42.52,0
2023-01-01 06:47:28,chip_17,6101,73.91,0
2023-01-01 06:48:56,chip_45,4338,50.53,0
2023-01-01 06:49:56,chip_35,4563,51.2,0
2023-01-01 06:50:33,chip_26,6446,77.63,0
2023-01-01 06:51:48,chip_39,4401,61.45,0
2023-01-01 06:52:35,chip_42,5759,61.96,0
2023-01-01 06:53:09,chip_18,5191,68.73,0
2023-01-01 06:53:23,chip_12,3739,44.39,0
2023-01-01 06:54:43,chip_46,5334,65.19,0
2023-01-01 06:55:34,chip_26,3894,53.12,0
2023-01-01 06:57:28,chip_44,5715,66.64,0
2023-01-01 06:59:25,chip_27,3098,62.57,0
2023-01-01 06:59:44,chip_2,5654,56.31,0
2023-01-01 06:59:50,chip_4,3775,48.75,0
2023-01-01 06:59:52,chip_35,4734,63.73,0
2023-01-01 07:00:02,chip_7,5667,67.47,0
2023-01-01 07:01:31,chip_48,5038,49.58,1
2023-01-01 07:02:12,chip_42,5678,78.67,0
2023-01-01 07:03:56,chip_9,6793,79.54,0
2023-01-01 07:05:23,chip_17,5501,70.98,0
2023-01-01 07:06:46,chip_42,6676,80.65,0
2023-01-01 07:08:02,chip_34,3402,37.49,0
2023-01-01 07:09:29,chip_35,3073,46.65,0
2023-01-01 07:09:52,chip_49,5373,63.63,0
2023-01-01 07:09:58,chip_3,5445,73.97,0
2023-01-01 07:10:53,chip_19,5980,67.37,0
2023-01-01 07:11:30,chip_7,3183,43.15,0
2023-01-01 07:11:43,chip_38,3274,43.11,0
2023-01-01 07:12:34,chip_11,4944,74.14,0
2023-01-01 07:12:45,chip_11,10423,106.2,0
2023-01-01 07:13:32,chip_37,6561,74.35,0
2023-01-01 07:14:16,chip_40,5374,59.24,0
2023-01-01 07:14:41,chip_13,2616,37.24,0
2023-01-01 07:16:16,chip_43,7505,81.3,0
2023-01-01 07:16:48,chip_10,6061,70.79,0
2023-01-01 07:17:40,chip_26,9100,95.42,0
2023-01-01 07:18:10,chip_10,3643,43.52,0
2023-01-01 07:19:28,chip_44,7880,82.92,0
2023-01-01 07:20:30,chip_44,5366,66.31,0
2023-01-01 07:21:45,chip_22,4327,54.54,2
2023-01-01 07:22:21,chip_7,3675,53.61,0
2023-01-01 07:24:10,chip_1,2150,39.11,0
2023-01-01 07:24:14,chip_11,4496,53.8,0
2023-01-01 07:24:57,chip_45,4232,51.33,0
2023-01-01 07:25:20,chip_6,4457,57.58,0
2023-01-01 07:26:25,chip_17,4193,63.08,0
2023-01-01 07:27:29,chip_12,7946,88.91,0
2023-01-01 07:28:21,chip_35,5924,77.99,0
2023-01-01 07:30:11,chip_42,5437,58.3,1
2023-01-01 07:30:17,chip_1,5162,65.75,0
2023-01-01 07:31:23,chip_36,4892,63.66,1
2023-01-01 07:33:14,chip_34,4352,55.72,0
2023-01-01 07:33:52,chip_2,7325,88.1,0
2023-01-01 07:35:42,chip_27,6096,73.86,0
2023-01-01 07:36:34,chip_39,4199,53.8,0
2023-01-01 07:36:56,chip_15,4081,52.91,0
2023-01-01 07:38:33,chip_18,4440,55.13,0
2023-01-01 07:39:02,chip_31,8169,89.36,0
2023-01-01 07:40:17,chip_19,4776,68.97,0
2023-01-01 07:40:39,chip_48,6337,78.9,0
2023-01-01 07:41:14,chip_20,4418,50.0,0
2023-01-01 07:41:28,chip_8,2045,35.0,0
2023-01-01 07:43:02,chip_23,6882,93.56,0
2023-01-01 07:44:53,chip_2,5687,57.9,0
2023-01-01 07:46:03,chip_49,7513,90.56,0
2023-01-01 07:47:28,chip_24,5628,62.91,0
2023-01-01 07:47:53,chip_34,5406,56.04,0
2023-01-01 07:48:06,chip_13,4656,58.0,0
2023-01-01 07:49:09,chip_44,4922,56.85,0
2023-01-01 07:50:45,chip_1,4238,43.31,0
2023-01-01 07:52:11,chip_42,6754,69.9,0
2023-01-01 07:52:31,chip_28,4703,55.5,3
2023-01-01 07:53:33,chip_23,5817,73.19,0
2023-01-01 07:54:11,chip_42,5630,62.87,0
2023-01-01 07:54:21,chip_41,4921,66.7,4
2023-01-01 07:55:30,chip_33,7386,91.25,0
2023-01-01 07:55:57,chip_29,4375,54.6,0
2023-01-01 07:56:06,chip_16,4414,58.3,4
2023-01-01 07:57:16,chip_3,4431,50.64,0
2023-01-01 07:57:39,chip_32,4915,55.92,0
2023-01-01 07:58:48,chip_31,5591,57.18,0
2023-01-01 08:00:22,chip_23,4773,54.1,0
2023-01-01 08:01:22,chip_12,5737,67.13,0
2023-01-01 08:03:14,chip_14,7382,79.17,0
2023-01-01 08:03:45,chip_34,2277,38.9,0
2023-01-01 08:04:39,chip_5,6557,71.63,0
2023-01-01 08:06:35,chip_9,3159,37.64,0
2023-01-01 08:07:32,chip_21,5124,57.45,2
2023-01-01 08:09:13,chip_1,4177,50.03,0
2023-01-01 08:10:13,chip_24,4924,58.8,0
2023-01-01 08:12:01,chip_35,5662,69.2,0
2023-01-01 08:13:07,chip_19,4797,59.21,0
2023-01-01 08:14:15,chip_23,5075,58.92,0
2023-01-01 08:14:53,chip_44,3132,37.5,0
2023-01-01 08:16:42,chip_19,6163,74.17,0
2023-01-01 08:17:58,chip_0,5022,51.79,0
2023-01-01 08:18:46,chip_4,4942,60.38,0
2023-01-01 08:20:20,chip_24,6986,73.37,0
2023-01-01 08:21:17,chip_3,1000,35.0,0
2023-01-01 08:21:20,chip_15,5924,79.08,0
2023-01-01 08:22:35,chip_36,6946,91.1,0
2023-01-01 08:23:45,chip_34,6993,87.47,0
2023-01-01 08:25:43,chip_45,4478,52.85,0
2023-01-01 08:26:41,chip_19,12000,110.0,0
2023-01-01 08:27:00,chip_35,3421,44.25,0
2023-01-01 08:27:03,chip_9,9061,103.01,0
2023-01-01 08:27:11,chip_32,7765,92.02,0
2023-01-01 08:27:59,chip_19,4677,58.89,0
2023-01-01 08:28:40,chip_12,3554,53.31,0
2023-01-01 08:29:27,chip_26,6532,73.67,0
2023-01-01 08:29:54,chip_12,8112,91.1,2
